spliceName	chrom	strand	start	end	CT
ENSRNOG00000027801:J013	chr14	-	91498164	91510093	6
ENSRNOG00000027801:J014	chr14	-	91510219	91553582	0
ENSRNOG00000027801:J015	chr14	-	91553663	91555729	1
ENSRNOG00000027864:J011	chr14	+	86673885	86675713	438
ENSRNOG00000027864:J012	chr14	+	86673894	86675713	0
ENSRNOG00000027864:J013	chr14	+	86675744	86675844	496
ENSRNOG00000027864:J014	chr14	+	86675933	86676732	561
ENSRNOG00000027864:J015	chr14	+	86676905	86677104	943
ENSRNOG00000027929:J026	chr14	+	81858875	81875483	1
ENSRNOG00000027929:J027	chr14	+	81875563	81878200	1
ENSRNOG00000027929:J028	chr14	+	81878689	81884890	1
ENSRNOG00000027929:J029	chr14	+	81885081	81888316	0
ENSRNOG00000027929:J030	chr14	+	81888429	81932980	0
ENSRNOG00000027929:J031	chr14	+	81933138	81935525	0
ENSRNOG00000027929:J032	chr14	+	81935594	81936780	1
ENSRNOG00000027929:J033	chr14	+	81936841	81937521	1
ENSRNOG00000027929:J034	chr14	+	81937586	81943729	0
ENSRNOG00000027929:J035	chr14	+	81943813	81944380	0
ENSRNOG00000027929:J036	chr14	+	81944476	81948615	2
ENSRNOG00000027929:J037	chr14	+	81948672	81950481	1
ENSRNOG00000027929:J038	chr14	+	81948672	81951867	0
ENSRNOG00000027929:J039	chr14	+	81950535	81951867	1
ENSRNOG00000027929:J040	chr14	+	81951933	81981172	1
ENSRNOG00000027929:J041	chr14	+	81981230	81982146	1
ENSRNOG00000027929:J042	chr14	+	81982224	81983084	0
ENSRNOG00000027929:J043	chr14	+	81983199	82008839	1
ENSRNOG00000027929:J044	chr14	+	82008922	82016633	2
ENSRNOG00000027929:J045	chr14	+	82008922	82030866	0
ENSRNOG00000027929:J046	chr14	+	82016765	82030866	0
ENSRNOG00000027929:J047	chr14	+	82030977	82031659	0
ENSRNOG00000027929:J048	chr14	+	82031738	82035546	0
ENSRNOG00000027929:J049	chr14	+	82035614	82036328	0
ENSRNOG00000027929:J050	chr14	+	82036390	82037666	0
ENSRNOG00000028015:J004	chr14	-	18848636	18848773	6
ENSRNOG00000028015:J005	chr14	-	18848906	18849161	6
ENSRNOG00000028043:J010	chr14	-	18820226	18820496	0
ENSRNOG00000028043:J011	chr14	-	18820605	18826536	0
ENSRNOG00000028043:J012	chr14	-	18826620	18831062	0
ENSRNOG00000028043:J013	chr14	-	18831192	18838925	0
ENSRNOG00000028043:J014	chr14	-	18838437	18838925	0
ENSRNOG00000028043:J015	chr14	-	18839009	18839126	0
ENSRNOG00000028043:J016	chr14	-	18839250	18839336	0
ENSRNOG00000028108:J005	chr14	-	77806647	77807969	1
ENSRNOG00000028108:J006	chr14	-	77808098	77808304	0
ENSRNOG00000028108:J007	chr14	-	77808349	77809985	0
ENSRNOG00000028423:J007	chr14	-	77236448	77238535	0
ENSRNOG00000028423:J008	chr14	-	77239443	77241058	0
ENSRNOG00000028423:J009	chr14	-	77241189	77244576	0
ENSRNOG00000028423:J010	chr14	-	77244635	77250987	0
ENSRNOG00000028423:J011	chr14	-	77251124	77263308	0
ENSRNOG00000028498:J016	chr14	+	76990042	76990347	69
ENSRNOG00000028498:J017	chr14	+	76990469	76999945	179
ENSRNOG00000028498:J018	chr14	+	77000036	77004317	187
ENSRNOG00000028498:J019	chr14	+	77004465	77005503	198
ENSRNOG00000028498:J020	chr14	+	77005684	77010433	134
ENSRNOG00000028498:J021	chr14	+	77010511	77010732	149
ENSRNOG00000028498:J022	chr14	+	77010813	77011079	104
ENSRNOG00000028498:J023	chr14	+	77011313	77014099	158
ENSRNOG00000028498:J024	chr14	+	77014187	77016032	151
ENSRNOG00000028498:J025	chr14	+	77016189	77017536	105
ENSRNOG00000028498:J026	chr14	+	77017624	77019653	77
ENSRNOG00000028498:J027	chr14	+	77019764	77020508	83
ENSRNOG00000028498:J028	chr14	+	77020682	77020949	78
ENSRNOG00000028498:J029	chr14	+	77021094	77022653	120
ENSRNOG00000029004:J005	chr14	-	20456292	20468366	0
ENSRNOG00000029004:J006	chr14	-	20468430	20468764	0
ENSRNOG00000029004:J007	chr14	-	20468900	20474546	0
ENSRNOG00000029064:J014	chr14	-	60512468	60516515	11
ENSRNOG00000029064:J015	chr14	-	60516660	60517067	4
ENSRNOG00000029064:J016	chr14	-	60517119	60519298	3
ENSRNOG00000029064:J017	chr14	-	60519374	60519612	4
ENSRNOG00000029064:J018	chr14	-	60519734	60527171	13
ENSRNOG00000029064:J019	chr14	-	60527272	60528502	8
ENSRNOG00000029064:J020	chr14	-	60528653	60531127	7
ENSRNOG00000029064:J021	chr14	-	60531200	60538625	7
ENSRNOG00000029064:J022	chr14	-	60538703	60539150	0
ENSRNOG00000029064:J023	chr14	-	60539431	60550499	10
ENSRNOG00000029064:J024	chr14	-	60550582	60551786	12
ENSRNOG00000029064:J025	chr14	-	60551905	60552772	5
ENSRNOG00000029628:J005	chr14	-	33437267	33440842	0
ENSRNOG00000029628:J006	chr14	-	33441018	33441622	0
ENSRNOG00000029628:J007	chr14	-	33441785	33444217	0
ENSRNOG00000029734:J006	chr14	+	41388665	41406095	0
ENSRNOG00000029734:J007	chr14	+	41406373	41407536	0
ENSRNOG00000029734:J008	chr14	+	41407838	41430425	0
ENSRNOG00000029734:J009	chr14	+	41430680	41433851	0
ENSRNOG00000029964:J011	chr14	+	23166707	23187994	0
ENSRNOG00000029964:J012	chr14	+	23188116	23189273	0
ENSRNOG00000029964:J013	chr14	+	23189392	23191998	0
ENSRNOG00000029964:J014	chr14	+	23192066	23192981	0
ENSRNOG00000029964:J015	chr14	+	23193142	23198542	0
ENSRNOG00000029964:J016	chr14	+	23198581	23199332	0
ENSRNOG00000029964:J017	chr14	+	23199504	23200108	0
ENSRNOG00000029964:J018	chr14	+	23200368	23203950	0
ENSRNOG00000029964:J019	chr14	+	23204093	23205788	0
ENSRNOG00000030149:J035	chr14	-	28394301	28394304	0
ENSRNOG00000030149:J036	chr14	-	28394362	28396221	0
ENSRNOG00000030149:J037	chr14	-	28394362	28415368	0
ENSRNOG00000030149:J038	chr14	-	28396273	28400952	1
ENSRNOG00000030149:J039	chr14	-	28401081	28418125	0
ENSRNOG00000030149:J040	chr14	-	28415410	28418125	1
ENSRNOG00000030149:J041	chr14	-	28418222	28422325	9
ENSRNOG00000030149:J042	chr14	-	28422451	28429948	7
ENSRNOG00000030149:J043	chr14	-	28430117	28432757	0
ENSRNOG00000030149:J044	chr14	-	28430117	28448336	2
ENSRNOG00000030149:J045	chr14	-	28432784	28448336	0
ENSRNOG00000030149:J046	chr14	-	28448428	28450863	4
ENSRNOG00000030149:J047	chr14	-	28450930	28463030	2
ENSRNOG00000030149:J048	chr14	-	28463251	28465762	13
ENSRNOG00000030149:J049	chr14	-	28465972	28489430	3
ENSRNOG00000030149:J050	chr14	-	28489607	28490355	12
ENSRNOG00000030149:J051	chr14	-	28490564	28494742	10
ENSRNOG00000030149:J052	chr14	-	28494865	28495766	5
ENSRNOG00000030149:J053	chr14	-	28495950	28519957	3
ENSRNOG00000030149:J054	chr14	-	28519996	28522855	3
ENSRNOG00000030149:J055	chr14	-	28523041	28532844	15
ENSRNOG00000030149:J056	chr14	-	28532948	28535953	6
ENSRNOG00000030149:J057	chr14	-	28536253	28609567	10
ENSRNOG00000030149:J058	chr14	-	28536253	28659307	0
ENSRNOG00000030149:J059	chr14	-	28609648	28659307	11
ENSRNOG00000030149:J060	chr14	-	28660108	28662398	6
ENSRNOG00000030149:J061	chr14	-	28662413	28713569	4
ENSRNOG00000030149:J062	chr14	-	28713679	28786813	12
ENSRNOG00000030149:J063	chr14	-	28787027	28836314	8
ENSRNOG00000030149:J064	chr14	-	28787027	28856159	8
ENSRNOG00000030149:J065	chr14	-	28836518	28856159	11
ENSRNOG00000030149:J066	chr14	-	28856393	28967638	4
ENSRNOG00000030216:J026	chr14	-	6435928	6436627	0
ENSRNOG00000030216:J027	chr14	-	6436714	6499510	0
ENSRNOG00000030216:J028	chr14	-	6488813	6491374	1
ENSRNOG00000030216:J029	chr14	-	6491460	6492159	0
ENSRNOG00000030216:J030	chr14	-	6492246	6499510	0
ENSRNOG00000030216:J031	chr14	-	6499665	6503611	2
ENSRNOG00000030216:J032	chr14	-	6503736	6505782	0
ENSRNOG00000030216:J033	chr14	-	6505872	6512940	0
ENSRNOG00000030216:J034	chr14	-	6513023	6519851	0
ENSRNOG00000030216:J035	chr14	-	6520025	6520027	0
ENSRNOG00000030216:J036	chr14	-	6520048	6520049	0
ENSRNOG00000030216:J037	chr14	-	6520099	6520983	4
ENSRNOG00000030216:J038	chr14	-	6521076	6522165	8
ENSRNOG00000030216:J039	chr14	-	6522317	6526827	6
ENSRNOG00000030216:J040	chr14	-	6526964	6529533	3
ENSRNOG00000030216:J041	chr14	-	6529686	6530172	4
ENSRNOG00000030216:J042	chr14	-	6530287	6531141	1
ENSRNOG00000030216:J043	chr14	-	6531201	6533321	4
ENSRNOG00000030216:J044	chr14	-	6533543	6541117	7
ENSRNOG00000030258:J005	chr14	-	21819593	21820859	0
ENSRNOG00000030258:J006	chr14	-	21820892	21821902	0
ENSRNOG00000030258:J007	chr14	-	21821972	21823652	0
ENSRNOG00000030568:J021	chr14	-	80975747	80983215	0
ENSRNOG00000030568:J022	chr14	-	80983797	80985066	5
ENSRNOG00000030568:J023	chr14	-	80985220	80985590	4
ENSRNOG00000030568:J024	chr14	-	80985670	80987114	5
ENSRNOG00000030568:J025	chr14	-	80987211	80987838	4
ENSRNOG00000030568:J026	chr14	-	80987965	80988430	1
ENSRNOG00000030568:J027	chr14	-	80988504	80988759	0
ENSRNOG00000030568:J028	chr14	-	80988954	80990395	1
ENSRNOG00000030568:J029	chr14	-	80990472	80991542	2
ENSRNOG00000030568:J030	chr14	-	80991696	80991949	2
ENSRNOG00000030568:J031	chr14	-	80992129	80993852	6
ENSRNOG00000030568:J032	chr14	-	80993996	80994615	1
ENSRNOG00000030568:J033	chr14	-	80994708	80995518	2
ENSRNOG00000030568:J034	chr14	-	80995688	81014691	3
ENSRNOG00000030568:J035	chr14	-	81014713	81023352	0
ENSRNOG00000030568:J036	chr14	-	81014713	81037648	3
ENSRNOG00000030568:J037	chr14	-	81037765	81051925	2
ENSRNOG00000030665:J010	chr14	-	90823153	90823411	0
ENSRNOG00000030665:J011	chr14	-	90823561	90823867	0
ENSRNOG00000030665:J012	chr14	-	90824085	90824438	0
ENSRNOG00000030665:J013	chr14	-	90824635	90825494	0
ENSRNOG00000030665:J014	chr14	-	90825597	90846630	0
ENSRNOG00000030665:J015	chr14	-	90846917	90854550	0
ENSRNOG00000030665:J016	chr14	-	90854676	90863540	0
ENSRNOG00000030665:J017	chr14	-	90863721	90864843	0
ENSRNOG00000031397:J015	chr14	+	77829451	77901169	0
ENSRNOG00000031397:J016	chr14	+	77901225	77922073	0
ENSRNOG00000031397:J017	chr14	+	77922225	78001593	0
ENSRNOG00000031397:J018	chr14	+	78001767	78027544	0
ENSRNOG00000031397:J019	chr14	+	78027582	78040901	0
ENSRNOG00000031397:J020	chr14	+	78040991	78079506	0
ENSRNOG00000031397:J021	chr14	+	78079610	78084594	0
ENSRNOG00000031397:J022	chr14	+	78084711	78086135	0
ENSRNOG00000031397:J023	chr14	+	78086261	78088595	0
ENSRNOG00000031397:J024	chr14	+	78088727	78091166	0
ENSRNOG00000031397:J025	chr14	+	78091231	78097445	0
ENSRNOG00000031710:J005	chr14	+	33906982	33908839	0
ENSRNOG00000031710:J006	chr14	+	33908901	33911124	0
ENSRNOG00000031710:J007	chr14	+	33911234	33913153	0
ENSRNOG00000031928:J005	chr14	+	1318864	1320344	0
ENSRNOG00000031928:J006	chr14	+	1320569	1321484	0
ENSRNOG00000031928:J007	chr14	+	1321608	1322757	0
ENSRNOG00000032350:J011	chr14	+	66598361	66631753	0
ENSRNOG00000032350:J012	chr14	+	66631878	66714581	3
ENSRNOG00000032350:J013	chr14	+	66714651	66724069	7
ENSRNOG00000032350:J014	chr14	+	66724140	66742720	10
ENSRNOG00000032350:J015	chr14	+	66742828	66744676	9
ENSRNOG00000032350:J016	chr14	+	66744781	66745351	3
ENSRNOG00000032350:J017	chr14	+	66745414	66747719	5
ENSRNOG00000032471:J015	chr14	+	115391967	115396003	5
ENSRNOG00000032471:J016	chr14	+	115396212	115414766	6
ENSRNOG00000032471:J017	chr14	+	115414925	115423443	15
ENSRNOG00000032471:J018	chr14	+	115423556	115424093	10
ENSRNOG00000032471:J019	chr14	+	115424229	115426724	11
ENSRNOG00000032471:J020	chr14	+	115426902	115429587	30
ENSRNOG00000032471:J021	chr14	+	115429785	115440257	14
ENSRNOG00000032471:J022	chr14	+	115440518	115443025	3
ENSRNOG00000032471:J023	chr14	+	115443086	115443088	0
ENSRNOG00000032471:J024	chr14	+	115443154	115445935	13
ENSRNOG00000032647:J005	chr14	+	15949460	15949917	0
ENSRNOG00000032647:J006	chr14	+	15950511	15951276	0
ENSRNOG00000032647:J007	chr14	+	15951840	15952070	0
ENSRNOG00000033073:J007	chr14	+	1106668	1107653	0
ENSRNOG00000033073:J008	chr14	+	1107936	1108296	0
ENSRNOG00000033073:J009	chr14	+	1109103	1109987	0
ENSRNOG00000033073:J010	chr14	+	1110212	1111119	0
ENSRNOG00000033073:J011	chr14	+	1111243	1112414	0
ENSRNOG00000033251:J009	chr14	-	47201677	47202151	0
ENSRNOG00000033251:J010	chr14	-	47203121	47203262	0
ENSRNOG00000033575:J009	chr14	-	85357965	85361799	9
ENSRNOG00000033575:J010	chr14	-	85361884	85369182	6
ENSRNOG00000033575:J011	chr14	-	85369227	85382694	0
ENSRNOG00000033575:J012	chr14	-	85382756	85383709	15
ENSRNOG00000033575:J013	chr14	-	85383787	85392632	13
ENSRNOG00000033575:J014	chr14	-	85392736	85393097	8
ENSRNOG00000033575:J015	chr14	-	85393211	85398163	0
ENSRNOG00000033910:J010	chr14	+	23405772	23413519	0
ENSRNOG00000033910:J011	chr14	+	23413635	23422181	0
ENSRNOG00000033910:J012	chr14	+	23422300	23433874	0
ENSRNOG00000033910:J013	chr14	+	23433942	23438247	0
ENSRNOG00000033910:J014	chr14	+	23438408	23454345	0
ENSRNOG00000033910:J015	chr14	+	23454517	23456040	0
ENSRNOG00000033910:J016	chr14	+	23456300	23457296	0
ENSRNOG00000033910:J017	chr14	+	23457439	23461222	0
ENSRNOG00000034011:J004	chr14	+	85791240	85791489	0
ENSRNOG00000034011:J005	chr14	+	85791552	85791820	0
ENSRNOG00000034200:J032	chr14	+	42015391	42035375	1
ENSRNOG00000034200:J033	chr14	+	42035416	42045527	0
ENSRNOG00000034200:J034	chr14	+	42045597	42046867	4
ENSRNOG00000034200:J035	chr14	+	42046995	42052215	11
ENSRNOG00000034200:J036	chr14	+	42052327	42053648	6
ENSRNOG00000034200:J037	chr14	+	42053814	42055702	7
ENSRNOG00000034200:J038	chr14	+	42055830	42057918	6
ENSRNOG00000034200:J039	chr14	+	42057996	42059131	4
ENSRNOG00000034200:J040	chr14	+	42059220	42079271	1
ENSRNOG00000034200:J041	chr14	+	42079344	42081224	10
ENSRNOG00000034200:J042	chr14	+	42081330	42082472	4
ENSRNOG00000034200:J043	chr14	+	42082555	42084861	1
ENSRNOG00000034200:J044	chr14	+	42084911	42090175	2
ENSRNOG00000034200:J045	chr14	+	42090245	42102759	5
ENSRNOG00000034200:J046	chr14	+	42102844	42104545	6
ENSRNOG00000034200:J047	chr14	+	42104685	42119256	3
ENSRNOG00000034200:J048	chr14	+	42119395	42125031	1
ENSRNOG00000034200:J049	chr14	+	42125096	42146787	3
ENSRNOG00000034200:J050	chr14	+	42146960	42160930	0
ENSRNOG00000034200:J051	chr14	+	42161114	42161345	1
ENSRNOG00000034200:J052	chr14	+	42161456	42168534	5
ENSRNOG00000034200:J053	chr14	+	42168609	42168713	6
ENSRNOG00000034200:J054	chr14	+	42168836	42172716	7
ENSRNOG00000034200:J055	chr14	+	42172795	42176886	2
ENSRNOG00000034200:J056	chr14	+	42176948	42179975	2
ENSRNOG00000034200:J057	chr14	+	42180032	42180781	1
ENSRNOG00000034200:J058	chr14	+	42180889	42197425	2
ENSRNOG00000034200:J059	chr14	+	42197514	42198209	0
ENSRNOG00000034200:J060	chr14	+	42198302	42204636	2
ENSRNOG00000034200:J061	chr14	+	42204728	42206015	6
ENSRNOG00000037162:J009	chr14	+	82357016	82357131	5
ENSRNOG00000037162:J010	chr14	+	82357248	82358867	49
ENSRNOG00000037162:J011	chr14	+	82358972	82361030	28
ENSRNOG00000037162:J012	chr14	+	82361090	82361457	24
ENSRNOG00000037162:J013	chr14	+	82361595	82363168	36
ENSRNOG00000037162:J014	chr14	+	82363318	82364688	20
ENSRNOG00000037162:J015	chr14	+	82364770	82365465	27
ENSRNOG00000037421:J004	chr14	-	6356922	6358305	2
ENSRNOG00000037421:J005	chr14	-	6358366	6358563	1
ENSRNOG00000037462:J043	chr14	-	114176274	114177956	4
ENSRNOG00000037462:J044	chr14	-	114178057	114178493	5
ENSRNOG00000037462:J045	chr14	-	114178647	114179196	4
ENSRNOG00000037462:J046	chr14	-	114179300	114180691	4
ENSRNOG00000037462:J047	chr14	-	114180854	114181217	10
ENSRNOG00000037462:J048	chr14	-	114181390	114182666	5
ENSRNOG00000037462:J049	chr14	-	114182855	114186087	8
ENSRNOG00000037462:J050	chr14	-	114186202	114186684	4
ENSRNOG00000037462:J051	chr14	-	114186842	114188405	3
ENSRNOG00000037462:J052	chr14	-	114188614	114192114	4
ENSRNOG00000037462:J053	chr14	-	114192288	114193380	0
ENSRNOG00000037462:J054	chr14	-	114193479	114194772	7
ENSRNOG00000037462:J055	chr14	-	114194902	114197299	4
ENSRNOG00000037462:J056	chr14	-	114197378	114211802	0
ENSRNOG00000037462:J057	chr14	-	114211929	114212041	2
ENSRNOG00000037462:J058	chr14	-	114212243	114219394	13
ENSRNOG00000037462:J059	chr14	-	114219571	114221089	10
ENSRNOG00000037462:J060	chr14	-	114221178	114227295	12
ENSRNOG00000037462:J061	chr14	-	114227427	114227598	7
ENSRNOG00000037462:J062	chr14	-	114227751	114230002	7
ENSRNOG00000037462:J063	chr14	-	114230144	114249118	4
ENSRNOG00000037462:J064	chr14	-	114249246	114249948	9
ENSRNOG00000037462:J065	chr14	-	114250060	114251932	12
ENSRNOG00000037462:J066	chr14	-	114252135	114261346	9
ENSRNOG00000037462:J067	chr14	-	114261447	114265612	8
ENSRNOG00000037462:J068	chr14	-	114265706	114275754	8
ENSRNOG00000037462:J069	chr14	-	114275860	114276269	1
ENSRNOG00000037462:J070	chr14	-	114276456	114279057	8
ENSRNOG00000037462:J071	chr14	-	114279176	114282361	10
ENSRNOG00000037462:J072	chr14	-	114282468	114285434	1
ENSRNOG00000037462:J073	chr14	-	114285602	114292942	4
ENSRNOG00000037462:J074	chr14	-	114293155	114297351	11
ENSRNOG00000037462:J075	chr14	-	114297608	114300257	14
ENSRNOG00000037462:J076	chr14	-	114300395	114303313	4
ENSRNOG00000037462:J077	chr14	-	114303515	114336578	3
ENSRNOG00000037462:J078	chr14	-	114336714	114338170	13
ENSRNOG00000037462:J079	chr14	-	114338356	114345023	9
ENSRNOG00000037462:J080	chr14	-	114345092	114355791	15
ENSRNOG00000037462:J081	chr14	-	114355890	114361993	5
ENSRNOG00000037462:J082	chr14	-	114362153	114482425	5
ENSRNOG00000037462:J083	chr14	-	114483140	114483962	2
ENSRNOG00000037522:J003	chr14	+	108915960	108915961	0
ENSRNOG00000037621:J012	chr14	+	91558365	91575072	0
ENSRNOG00000037621:J013	chr14	+	91575173	91584348	0
ENSRNOG00000037621:J014	chr14	+	91584425	91588163	0
ENSRNOG00000037621:J015	chr14	+	91588302	91589881	0
ENSRNOG00000037621:J016	chr14	+	91589142	91589881	0
ENSRNOG00000037621:J017	chr14	+	91589949	91593715	0
ENSRNOG00000037621:J018	chr14	+	91593757	91594713	0
ENSRNOG00000037621:J019	chr14	+	91594821	91606939	0
ENSRNOG00000037621:J020	chr14	+	91607047	91613265	0
ENSRNOG00000037632:J008	chr14	+	89253623	89257134	0
ENSRNOG00000037632:J009	chr14	+	89257320	89258816	0
ENSRNOG00000037632:J010	chr14	+	89258925	89260881	0
ENSRNOG00000037632:J011	chr14	+	89261038	89266137	0
ENSRNOG00000037632:J012	chr14	+	89266235	89267483	0
ENSRNOG00000037632:J013	chr14	+	89267710	89272126	2
ENSRNOG00000037865:J015	chr14	-	84577693	84632544	0
ENSRNOG00000037865:J016	chr14	-	84577693	84633015	1
ENSRNOG00000037865:J017	chr14	-	84632849	84633015	0
ENSRNOG00000037865:J018	chr14	-	84633167	84636036	5
ENSRNOG00000037865:J019	chr14	-	84636104	84643770	4
ENSRNOG00000037865:J020	chr14	-	84643797	84644466	10
ENSRNOG00000037865:J021	chr14	-	84644487	84647340	8
ENSRNOG00000037865:J022	chr14	-	84647377	84647842	8
ENSRNOG00000037865:J023	chr14	-	84647906	84650258	8
ENSRNOG00000037865:J024	chr14	-	84650400	84656490	7
ENSRNOG00000037865:J025	chr14	-	84656578	84657568	0
ENSRNOG00000037865:J026	chr14	-	84656578	84661935	9
ENSRNOG00000037865:J027	chr14	-	84657651	84661935	0
ENSRNOG00000038140:J022	chr14	-	82121138	82122248	17
ENSRNOG00000038140:J023	chr14	-	82122453	82124004	17
ENSRNOG00000038140:J024	chr14	-	82124111	82124373	16
ENSRNOG00000038140:J025	chr14	-	82124515	82128198	26
ENSRNOG00000038140:J026	chr14	-	82128315	82129853	26
ENSRNOG00000038140:J027	chr14	-	82130123	82130441	12
ENSRNOG00000038140:J028	chr14	-	82130545	82132773	16
ENSRNOG00000038140:J029	chr14	-	82132979	82133106	22
ENSRNOG00000038140:J030	chr14	-	82133263	82133621	7
ENSRNOG00000038140:J031	chr14	-	82133801	82134580	9
ENSRNOG00000038140:J032	chr14	-	82134781	82135581	11
ENSRNOG00000038140:J033	chr14	-	82135705	82136505	11
ENSRNOG00000038140:J034	chr14	-	82136637	82146665	13
ENSRNOG00000038140:J035	chr14	-	82146790	82147883	18
ENSRNOG00000038140:J036	chr14	-	82147968	82151430	0
ENSRNOG00000038140:J037	chr14	-	82151549	82154956	28
ENSRNOG00000038140:J038	chr14	-	82155101	82160729	47
ENSRNOG00000038140:J039	chr14	-	82161212	82161800	50
ENSRNOG00000038140:J040	chr14	-	82161967	82168511	35
ENSRNOG00000038140:J041	chr14	-	82168674	82170943	33
ENSRNOG00000038150:J004	chr14	-	82053795	82054581	0
ENSRNOG00000038150:J005	chr14	-	82054670	82054825	0
ENSRNOG00000038427:J009	chr14	-	78359773	78361218	0
ENSRNOG00000038427:J010	chr14	-	78361270	78365670	0
ENSRNOG00000038427:J011	chr14	-	78365853	78367201	1
ENSRNOG00000038427:J012	chr14	-	78367258	78370089	0
ENSRNOG00000038427:J013	chr14	-	78370233	78371974	0
ENSRNOG00000038427:J014	chr14	-	78372010	78376238	0
ENSRNOG00000038427:J015	chr14	-	78377354	78377777	0
ENSRNOG00000038572:J022	chr14	-	69899439	69900342	5
ENSRNOG00000038572:J023	chr14	-	69900412	69902686	10
ENSRNOG00000038572:J024	chr14	-	69902758	69903051	12
ENSRNOG00000038572:J025	chr14	-	69903187	69903406	7
ENSRNOG00000038572:J026	chr14	-	69903568	69904983	5
ENSRNOG00000038572:J027	chr14	-	69905158	69905648	2
ENSRNOG00000038572:J028	chr14	-	69905830	69907203	0
ENSRNOG00000038572:J029	chr14	-	69907425	69910891	4
ENSRNOG00000038572:J030	chr14	-	69911011	69911375	0
ENSRNOG00000038572:J031	chr14	-	69911486	69915800	2
ENSRNOG00000038572:J032	chr14	-	69915980	69916247	2
ENSRNOG00000038572:J033	chr14	-	69916331	69917687	4
ENSRNOG00000038572:J034	chr14	-	69917811	69919157	3
ENSRNOG00000038572:J035	chr14	-	69919298	69921577	0
ENSRNOG00000038572:J036	chr14	-	69921724	69922175	5
ENSRNOG00000038572:J037	chr14	-	69922368	69923469	3
ENSRNOG00000038572:J038	chr14	-	69923554	69923808	3
ENSRNOG00000038572:J039	chr14	-	69923954	69925816	3
ENSRNOG00000038572:J040	chr14	-	69926045	69926636	2
ENSRNOG00000038572:J041	chr14	-	69926840	69927683	0
ENSRNOG00000038722:J005	chr14	+	45064665	45068271	0
ENSRNOG00000038722:J006	chr14	+	45068278	45076166	0
ENSRNOG00000038722:J007	chr14	+	45076174	45081661	0
ENSRNOG00000038891:J005	chr14	-	41664006	41671801	0
ENSRNOG00000038891:J006	chr14	-	41671867	41722115	0
ENSRNOG00000038891:J007	chr14	-	41722358	41785635	0
ENSRNOG00000039326:J010	chr14	+	21972313	21973980	0
ENSRNOG00000039326:J011	chr14	+	21974043	21974762	0
ENSRNOG00000039326:J012	chr14	+	21974789	21974907	0
ENSRNOG00000039326:J013	chr14	+	21974928	21975899	0
ENSRNOG00000039326:J014	chr14	+	21975923	21976012	0
ENSRNOG00000039326:J015	chr14	+	21976054	21977213	0
ENSRNOG00000039326:J016	chr14	+	21977738	21978294	0
ENSRNOG00000039326:J017	chr14	+	21978341	21979184	0
ENSRNOG00000039331:J014	chr14	-	21931140	21932604	0
ENSRNOG00000039331:J015	chr14	-	21932727	21934084	0
ENSRNOG00000039331:J016	chr14	-	21934111	21934781	0
ENSRNOG00000039331:J017	chr14	-	21934805	21937525	0
ENSRNOG00000039331:J018	chr14	-	21937645	21939007	0
ENSRNOG00000039331:J019	chr14	-	21939052	21939137	0
ENSRNOG00000039331:J020	chr14	-	21939161	21940189	0
ENSRNOG00000039331:J021	chr14	-	21940216	21940979	0
ENSRNOG00000039331:J022	chr14	-	21941021	21941109	0
ENSRNOG00000039331:J023	chr14	-	21941133	21941712	0
ENSRNOG00000039331:J024	chr14	-	21941739	21943310	0
ENSRNOG00000039331:J025	chr14	-	21943373	21944882	0
ENSRNOG00000039504:J015	chr14	-	19029236	19033271	0
ENSRNOG00000039504:J016	chr14	-	19033404	19042869	0
ENSRNOG00000039504:J017	chr14	-	19043096	19044584	0
ENSRNOG00000039504:J018	chr14	-	19044723	19047188	0
ENSRNOG00000039504:J019	chr14	-	19047286	19049331	0
ENSRNOG00000039504:J020	chr14	-	19049464	19051015	0
ENSRNOG00000039504:J021	chr14	-	19051230	19054852	0
ENSRNOG00000039504:J022	chr14	-	19054982	19057292	0
ENSRNOG00000039504:J023	chr14	-	19057390	19059420	0
ENSRNOG00000039504:J024	chr14	-	19059553	19062724	0
ENSRNOG00000039504:J025	chr14	-	19062936	19068979	0
ENSRNOG00000039504:J026	chr14	-	19069121	19069522	0
ENSRNOG00000039504:J027	chr14	-	19069574	19072469	0
ENSRNOG00000039890:J028	chr14	+	5972186	5974203	9
ENSRNOG00000039890:J029	chr14	+	5974263	5974839	3
ENSRNOG00000039890:J030	chr14	+	5974954	5975442	3
ENSRNOG00000039890:J031	chr14	+	5975595	5979227	12
ENSRNOG00000039890:J032	chr14	+	5979364	5983352	2
ENSRNOG00000039890:J033	chr14	+	5983504	5984401	10
ENSRNOG00000039890:J034	chr14	+	5984473	5986682	14
ENSRNOG00000039890:J035	chr14	+	5986930	5989771	0
ENSRNOG00000039890:J036	chr14	+	5989854	6034940	5
ENSRNOG00000039890:J037	chr14	+	6035030	6091438	5
ENSRNOG00000039890:J038	chr14	+	6058631	6068987	6
ENSRNOG00000039890:J039	chr14	+	6069209	6073453	8
ENSRNOG00000039890:J040	chr14	+	6073513	6074512	1
ENSRNOG00000039890:J041	chr14	+	6074627	6075115	0
ENSRNOG00000039890:J042	chr14	+	6075268	6075925	7
ENSRNOG00000039890:J043	chr14	+	6076062	6081293	2
ENSRNOG00000039890:J044	chr14	+	6081445	6082700	7
ENSRNOG00000039890:J045	chr14	+	6082793	6083719	3
ENSRNOG00000039890:J046	chr14	+	6083967	6086409	2
