chrom	strand	start	end	CT
chr14	+	105673189	105698740	1
chr14	+	105929570	105958071	2
chr14	-	105984318	106281122	1
chr14	-	106051479	106053354	2
chr14	+	106153730	106154803	6
chr14	+	106153730	106154845	1
chr14	+	106158733	106158759	1
chr14	+	106158733	106158761	1
chr14	+	106161579	106165050	1
chr14	+	106163736	106163808	1
chr14	+	106163778	106163834	1
chr14	+	106175680	106175811	2
chr14	+	106198636	106201469	3
chr14	+	106208621	106209821	1
chr14	+	106216307	106217177	1
chr14	-	106217437	106218689	1
chr14	-	106217475	106219895	1
chr14	-	106220081	106227003	1
chr14	-	106220081	106228460	1
chr14	-	106233401	106249103	20
chr14	-	106243207	106243266	4
chr14	+	106266401	106266489	1
chr14	-	106300819	106301360	1
chr14	+	106379270	106379882	2
chr14	+	106379972	106380613	2
chr14	+	106380727	106381150	1
chr14	-	106381326	106384361	1
chr14	-	106382648	106382759	17
chr14	+	106384484	106385958	10
chr14	-	106384484	106385964	6
chr14	-	106386119	106387706	2
chr14	+	106386134	106387706	1
chr14	-	106388038	106388478	1
chr14	+	106394218	106495758	1
chr14	+	106425063	106492369	5
chr14	+	106425063	106495758	1
chr14	+	106453133	106453175	1
chr14	+	106454173	106492369	1
chr14	+	106492454	106495168	1
chr14	+	106495254	106495758	1
chr14	+	106500203	106550928	1
chr14	-	106524112	106524138	1
chr14	+	106541763	106541791	3
chr14	+	106550950	106551724	3
chr14	+	106554114	106554291	1
chr14	+	106557622	106595383	1
chr14	+	106599251	106675765	1
chr14	+	106621252	106659665	1
chr14	+	106659680	106675765	1
chr14	+	106675867	106749731	1
chr14	+	106697143	106700217	1
chr14	+	106739081	106743733	1
chr14	+	106807293	106807835	2
chr14	-	106846842	106847422	2
chr14	-	106849935	106852209	1
chr14	-	106872772	106873041	1
chr14	-	106905910	106906008	3
chr14	-	106905910	106906083	1
chr14	-	106905958	106906008	1
chr14	-	106906033	106906181	3
chr14	-	106906133	106906156	1
chr14	-	106906181	106906256	1
chr14	-	106906206	106906231	1
chr14	-	106906231	106906256	1
chr14	+	106916144	106918802	1
chr14	-	106916144	106918811	6
chr14	+	106919203	106921498	1
chr14	-	106919203	106930791	1
chr14	-	106921623	106930791	8
chr14	-	106963107	106993150	2
chr14	-	106995258	106995888	1
chr14	-	107008241	107022446	4
chr14	-	107021594	107021616	1
chr14	-	107026631	107049781	1
chr14	-	107065428	107065902	1
chr14	-	107124319	107125128	2
chr14	+	107268541	107302803	1
chr14	-	107298295	107448052	1
chr14	-	107313501	107448052	1
chr14	-	107448155	107460323	4
chr14	-	107460441	107468610	2
chr14	-	107466018	107468053	1
chr14	-	107544134	107545070	1
chr14	-	107545223	107549383	1
chr14	-	107553064	107668024	1
chr14	-	107664613	107759645	9
chr14	-	107674776	107728611	1
chr14	-	107678491	107687502	1
chr14	-	107689737	107726444	2
chr14	-	107697242	107697275	1
chr14	-	107728893	107747388	51
chr14	-	107728893	107747683	1
chr14	-	107728893	107748278	1
chr14	+	107748907	107748983	4
chr14	+	107748907	107749535	1
chr14	+	107748907	107749855	3
chr14	+	107748947	107748983	1
chr14	+	107749059	107749179	1
chr14	+	107749059	107749255	2
chr14	+	107749059	107749295	1
chr14	+	107749415	107749455	3
chr14	+	107749483	107749723	1
chr14	+	107749575	107749615	1
chr14	+	107749575	107749655	4
chr14	-	107770117	107771083	1
chr14	+	107772531	107774865	1
chr14	+	107776690	107776785	1
chr14	+	107778419	107778440	1
chr14	+	107785285	107791850	1
chr14	+	107788932	107791905	1
chr14	+	107789130	107791905	1
chr14	+	107795316	107795668	1
chr14	+	107795316	107795682	8
chr14	-	107795316	107795682	1
chr14	+	107795316	107802848	1
chr14	+	107795850	107797813	12
chr14	+	107795850	107797816	1
chr14	+	107797913	107802848	3
chr14	+	107803003	107803365	22
chr14	+	107803761	107803898	4
chr14	+	107823028	107823124	1
chr14	-	107845497	107845616	2
chr14	-	107845689	107845776	1
chr14	+	107870782	108078798	1
chr14	-	107919348	108192095	1
chr14	-	108002431	108006719	1
chr14	+	108007323	108008063	1
chr14	+	108017447	108018319	1
chr14	+	108017447	108018507	2
chr14	+	108018349	108020755	1
chr14	-	108033620	108034072	1
chr14	+	108037321	108038689	1
chr14	+	108049561	108049919	1
chr14	+	108060768	108078798	12
chr14	+	108078886	108093419	35
chr14	+	108082428	108093419	1
chr14	+	108093840	108118391	91
chr14	+	108093841	108165711	1
chr14	+	108118442	108118584	31
chr14	+	108118734	108123360	32
chr14	+	108123428	108126974	20
chr14	+	108123428	108128962	1
chr14	+	108127167	108128962	47
chr14	+	108129024	108131986	68
chr14	+	108132068	108132148	43
chr14	+	108132241	108140537	41
chr14	+	108140663	108140817	34
chr14	+	108140947	108142745	24
chr14	+	108140947	108143176	13
chr14	+	108142781	108143176	23
chr14	+	108143307	108143686	47
chr14	-	108143307	108143686	1
chr14	+	108149309	108151646	1
chr14	+	108151742	108152419	1
chr14	+	108165159	108165577	1
chr14	+	108195932	108448152	1
chr14	+	108197733	108197825	1
chr14	+	108197733	108198507	1
chr14	+	108202741	108203129	3
chr14	+	108209900	108210545	1
chr14	+	108213330	108213351	1
chr14	+	108220993	108223652	1
chr14	+	108237116	108237153	1
chr14	+	108250059	108256966	1
chr14	+	108250059	108259610	6
chr14	-	108266589	108267289	1
chr14	-	108267378	108267916	4
chr14	-	108267999	108268376	4
chr14	-	108267999	108269986	1
chr14	+	108268491	108269986	1
chr14	-	108272865	108273560	2
chr14	-	108331107	108332335	1
chr14	-	108332364	108333279	2
chr14	+	108333592	108337811	1
chr14	-	108333592	108339166	1
chr14	-	108354853	108357861	1
chr14	-	108358009	108367142	1
chr14	-	108363503	108367142	1
chr14	-	108372077	108373927	1
chr14	-	108372077	108374305	17
chr14	-	108374435	108376539	1
chr14	-	108399210	108399334	1
chr14	-	108402602	108403092	1
chr14	+	108446317	108461393	1
chr14	+	108447432	108447524	1
chr14	+	108467967	108472021	1
chr14	-	108492779	108492890	1
chr14	-	108492985	108495328	1
chr14	-	108622914	108623022	1
chr14	-	108642602	108642638	3
chr14	-	108642938	108643913	2
chr14	-	108643945	108644706	2
chr14	+	108685174	108762761	1
chr14	-	109002104	109002522	1
chr14	+	109518659	109534114	1
chr14	+	109526363	109603042	1
chr14	+	109529933	109529973	1
chr14	+	109534277	109538194	2
chr14	+	109536592	109536781	2
chr14	+	109538293	109540344	6
chr14	+	109540524	109543392	3
chr14	+	109543491	109547188	2
chr14	+	109547301	109547608	1
chr14	-	109834498	109891086	1
chr14	-	110076477	110103026	1
chr14	-	110187833	110187855	2
chr14	+	110455287	110730961	1
chr14	+	110687686	110734387	1
chr14	-	111031689	111167168	1
chr14	-	112538861	112538883	1
chr14	-	112719627	112768764	7
chr14	-	112723213	112723350	2
chr14	-	112723587	112726609	1
chr14	-	112726729	112768764	4
chr14	-	112738997	112824875	1
chr14	-	112768841	112938127	1
chr14	-	112857720	112857789	1
chr14	-	112878065	112878144	1
chr14	-	112884280	112885431	1
chr14	-	113194420	113427185	1
chr14	+	113202501	113203207	2
chr14	+	113202501	113203672	18
chr14	+	113203119	113203672	1
chr14	+	113212020	113271541	1
chr14	+	113212286	113314576	1
chr14	+	113271664	113276248	1
chr14	+	113368878	113504989	1
chr14	-	113459154	113469449	1
chr14	+	113536178	113536246	2
chr14	-	113539470	113552475	5
chr14	-	113539559	113552475	4
chr14	-	113546352	113546436	1
chr14	-	113551932	113552018	1
chr14	-	113552082	113552517	2
chr14	-	113552574	113560034	3
chr14	-	113552574	113565353	2
chr14	-	113560101	113562790	1
chr14	-	113560101	113565353	1
chr14	-	113560101	113568976	1
chr14	-	113565546	113568976	10
chr14	-	113569092	113569291	6
chr14	-	113569092	113569594	9
chr14	-	113570138	113570589	1
chr14	+	113578166	113592193	1
chr14	+	113585712	113585977	1
chr14	+	113590464	113590581	1
chr14	+	113608763	113608875	1
chr14	+	113609015	113609399	1
chr14	+	113619354	113619788	5
chr14	-	113619938	113622590	1
chr14	-	113620223	113622590	1
chr14	+	113620226	113622590	1
chr14	-	113622693	113627823	1
chr14	+	113626372	113627823	2
chr14	-	113627907	113631370	1
chr14	-	113627911	113642745	1
chr14	-	113631487	113641747	2
chr14	-	113631487	113642745	4
chr14	-	113636977	113637196	1
chr14	-	113642810	113644836	2
chr14	+	113702870	113799958	2
chr14	+	113771807	113771903	40
chr14	+	113772004	113812792	48
chr14	+	113781387	113781490	1
chr14	+	113812900	113832263	22
chr14	+	113832334	113834543	22
chr14	+	113832686	113832736	1
chr14	+	113834602	113838630	28
chr14	+	113838714	113839751	27
chr14	+	113839892	113851980	33
chr14	-	113843171	114000041	1
chr14	+	113852153	113857298	61
chr14	+	113852577	113858359	1
chr14	+	113857380	113865168	25
chr14	+	113865327	113867259	34
chr14	+	113870935	114039201	1
chr14	+	113885514	113888813	2
chr14	+	113902001	113904474	1
chr14	+	113905913	113907489	2
chr14	+	113906709	113907007	1
chr14	+	113913487	113914534	3
chr14	+	113918038	113922509	4
chr14	+	113918038	113923427	1
chr14	-	113936906	113938864	1
chr14	-	113936906	113938907	1
chr14	-	113938962	113940004	1
chr14	+	113946449	113950778	1
chr14	+	113951616	113954510	1
chr14	+	113958155	113958379	2
chr14	+	113958486	113960010	1
chr14	+	113961406	113961705	1
chr14	+	113966760	113966955	12
chr14	-	113966775	113966955	1
chr14	+	113967087	113967356	3
chr14	-	113967087	113967406	1
chr14	+	113967442	113967757	1
chr14	+	113967812	113968220	2
chr14	+	113968285	113968380	1
chr14	-	113968285	113968380	6
chr14	+	113988328	113996518	3
chr14	+	114008854	114088567	1
chr14	+	114135669	114135737	3
chr14	+	114142371	114142405	1
chr14	+	114152561	114153393	1
chr14	+	114153475	114167138	1
chr14	+	114160323	114160444	4
chr14	+	114167346	114169972	1
chr14	+	114170050	114170082	2
chr14	-	114173238	114173494	2
chr14	+	114182855	114186087	1
chr14	-	114192288	114192609	3
chr14	-	114192407	114193380	1
chr14	-	114192630	114193380	4
chr14	-	114193349	114193374	1
chr14	-	114232395	114235593	1
chr14	-	114282465	114285434	2
chr14	-	114363998	114482425	1
chr14	-	114399359	114399391	1
chr14	-	114399359	114399393	1
chr14	-	114538072	114539260	1
chr14	+	114540388	114542419	3
chr14	-	114540388	114542419	127
chr14	+	114560326	114560945	2
chr14	-	114583115	114617762	26
chr14	-	114583115	114618365	4
chr14	-	114607543	114625258	1
chr14	-	114617859	114618365	1
chr14	-	114628363	114698043	1
chr14	-	114647559	114647606	1
chr14	+	114649217	114699547	1
chr14	-	114649217	114699547	2
chr14	-	114649217	114700016	8
chr14	-	114649217	114704579	2
chr14	-	114677273	114877360	1
chr14	-	114678518	114678627	1
chr14	-	114684659	114909920	1
chr14	+	114757186	114760956	1
chr14	+	114769214	114903230	1
chr14	-	114850421	115052178	1
chr14	-	114891985	114927453	1
chr14	-	114891985	114929053	1
chr14	-	114891985	115006908	5
chr14	-	114891985	115052178	1
chr14	+	114911342	115115209	1
chr14	-	114920275	115006908	1
chr14	-	114922259	115002555	1
chr14	-	114982738	114982853	1
chr14	-	115002462	115130241	1
chr14	-	115006972	115032973	5
chr14	-	115006972	115052178	1
chr14	-	115033083	115052178	1
chr14	-	115034553	115052128	1
chr14	-	115034553	115095848	1
chr14	+	115188635	115192323	1
chr14	+	115192368	115194319	1
chr14	+	115206249	115206384	1
chr14	+	115210852	115211040	2
chr14	+	115211864	115212966	1
chr14	+	115214821	115218492	26
chr14	-	115214821	115222054	1
chr14	+	115218553	115222054	29
chr14	-	115222110	115223706	1
chr14	+	115225526	115225647	4
chr14	+	115225924	115226895	1
chr14	+	115229052	115230492	1
chr14	+	115234311	115235320	1
chr14	+	115237537	115238118	1
chr14	+	115238226	115242340	1
chr14	+	115242502	115242945	1
chr14	+	115270776	115275794	1
chr14	+	115270776	115319112	1
chr14	+	115317494	115341697	1
chr14	+	115318448	115323207	1
chr14	+	115319264	115396003	2
chr14	-	115319651	115319998	2
chr14	-	115329046	115336758	1
chr14	-	115336888	115338632	1
chr14	+	115337203	115338632	2
chr14	+	115338664	115339307	1
chr14	-	115338664	115339488	2
chr14	+	115352880	115396003	6
chr14	+	115352880	115414766	5
chr14	+	115388228	115388547	1
chr14	+	115408789	115412545	1
chr14	+	115414664	115414766	1
chr14	+	115423314	115423338	2
chr14	+	115429785	115436620	2
chr14	+	115436780	115440257	2
chr14	+	115446147	115449535	6
chr14	+	115446147	115449570	1
chr14	+	115446147	115459332	2
chr14	+	115446607	115446848	4
chr14	+	115459408	115460027	1
chrX	+	908255	908481	2
chrX	+	908574	909161	3
chrX	+	922554	922846	1
chrX	+	922559	922819	1
chrX	+	923030	923741	1
chrX	+	985045	985208	1
chrX	+	985343	990187	1
chrX	+	1000481	1019975	1
chrX	-	1062055	1076606	1
chrX	-	1091531	1092308	2
chrX	+	1275715	1277357	2
chrX	+	1277439	1277576	1
chrX	+	1277642	1277913	1
chrX	+	1278021	1287160	3
chrX	+	1287224	1287413	2
chrX	+	1301775	1302303	2
chrX	+	1302735	1303242	1
chrX	+	1303344	1303430	1
chrX	+	1312981	1313386	1
chrX	+	1314265	1314504	1
chrX	+	1314753	1314838	1
chrX	+	1335542	1373502	1
chrX	-	1365037	1365981	1
chrX	-	1366106	1366305	3
chrX	-	1366432	1366620	1
chrX	-	1366700	1368489	1
chrX	+	1373565	1374423	1
chrX	+	1377204	1378109	1
chrX	-	1380981	1381210	1
chrX	-	1382126	1385434	1
chrX	-	1385637	1385733	3
chrX	-	1386232	1387532	3
chrX	-	1387631	1387748	4
chrX	-	1387903	1387992	5
chrX	-	1388095	1389099	4
chrX	-	1389203	1389367	4
chrX	-	1389523	1390823	1
chrX	-	1389523	1447598	1
chrX	-	1688578	1688659	6
chrX	-	1688748	1688935	7
chrX	-	1689051	1689135	3
chrX	-	1689285	1689572	2
chrX	-	1689685	1689939	2
chrX	-	1690010	1690094	1
chrX	-	1690373	1690563	5
chrX	-	1690613	1691491	3
chrX	-	1691698	1692888	1
chrX	-	1693160	1693280	3
chrX	-	1693505	1693845	2
chrX	-	1694004	1694093	5
chrX	-	1694267	1694611	1
chrX	-	1694711	1694831	4
chrX	-	1694893	1695035	4
chrX	-	1695181	1695551	5
chrX	-	1695669	1695835	1
chrX	-	1695966	1696138	1
chrX	-	1696248	1703830	1
chrX	-	1708550	1708630	3
chrX	-	1708708	1709943	3
chrX	-	1710416	1710501	5
chrX	-	1710599	1710678	3
chrX	-	1710799	1711004	3
chrX	-	1711128	1711367	4
chrX	-	1711430	1711524	2
chrX	-	1711619	1712206	2
chrX	-	1712321	1712407	2
chrX	-	1712464	1712549	4
chrX	-	1712675	1712773	2
chrX	-	1723502	1723665	8
chrX	-	1723766	1723861	9
chrX	-	1723963	1724327	8
chrX	-	1724519	1724641	3
chrX	-	1724734	1724962	12
chrX	-	1725051	1726105	18
chrX	-	1726295	1726416	4
chrX	-	1726491	1727103	6
chrX	-	1727299	1727535	5
chrX	-	1727600	1729686	17
chrX	-	1729883	1730121	8
chrX	-	1730287	1732721	8
chrX	-	1732877	1732984	9
chrX	-	1733065	1733151	3
chrX	-	1733256	1733352	2
chrX	-	1733529	1733656	11
chrX	-	1733803	1734037	10
chrX	-	1734135	1734627	5
chrX	-	1734760	1734866	4
chrX	+	1734957	1735195	1
chrX	-	1734957	1735195	9
chrX	-	1735302	1736313	5
chrX	-	1736448	1736535	6
chrX	-	1736704	1736789	7
chrX	-	1736848	1736990	6
chrX	-	1737107	1741469	2
chrX	-	1755214	1755297	4
chrX	-	1755611	1755869	3
chrX	-	1755944	1756029	3
chrX	-	1756218	1756295	5
chrX	-	1756361	1756463	2
chrX	-	1756613	1757277	1
chrX	-	1757442	1757542	2
chrX	-	1757634	1757717	1
chrX	-	1758090	1758187	1
chrX	-	1759465	1759627	1
chrX	-	1760053	1760438	5
chrX	-	1760791	1762748	2
chrX	-	1762835	1764387	2
chrX	-	1766254	1769865	1
chrX	-	1770049	1784669	3
chrX	+	1787760	1789002	9
chrX	+	1789133	1789301	24
chrX	-	1835748	1837642	1
chrX	-	1837858	1846011	1
chrX	-	1935741	1939376	1
chrX	-	2069413	2069757	1
chrX	-	2089995	2104887	2
chrX	-	2105553	2111165	1
chrX	-	2111172	2116385	1
chrX	+	2535100	2537727	1
chrX	+	2553526	2553756	1
chrX	+	2554061	2556210	1
chrX	+	2557129	2567954	1
chrX	+	2557129	2574971	1
chrX	+	2575035	2586908	3
chrX	+	2612601	2614258	2
chrX	-	4806990	4808076	2
chrX	-	4810585	4813237	1
chrX	-	4819361	4820273	1
chrX	-	4823429	4827500	4
chrX	-	4828154	4829636	1
chrX	-	4829701	4831357	2
chrX	-	4831563	4832135	1
chrX	-	4832241	4837194	4
chrX	-	4837324	4842746	2
chrX	-	4847772	4849246	2
chrX	-	4849342	4849883	1
chrX	-	4850039	4851179	3
chrX	-	4851399	4851535	3
chrX	-	4851634	4856244	2
chrX	-	4856371	4859623	1
chrX	-	4859717	4862018	2
chrX	-	4864966	4876504	2
chrX	-	4876625	4885739	3
chrX	-	4885798	4892586	3
chrX	-	4892636	4898697	2
chrX	+	5550476	5553791	1
chrX	+	5553867	5563919	2
chrX	-	5696147	5710125	1
chrX	+	5921670	5923356	2
chrX	+	5923495	5930222	1
chrX	+	5930388	5938686	1
chrX	+	6430802	6473904	3
chrX	+	6473999	6475288	5
chrX	+	6475426	6502737	3
chrX	+	6502842	6503736	7
chrX	+	6503828	6506720	2
chrX	+	6506862	6507991	5
chrX	+	6508141	6509101	6
chrX	+	6509261	6517994	4
chrX	+	6518091	6519558	1
chrX	+	6519612	6523386	2
chrX	+	6523444	6525576	2
chrX	+	6525674	6530359	5
chrX	+	6530471	6531500	3
chrX	+	6531563	6532604	5
chrX	-	6555343	6555513	1
chrX	-	6555576	6556430	1
chrX	-	6559427	6562658	1
chrX	-	6562712	6567078	1
chrX	-	6568124	6568883	1
chrX	-	6575332	6576028	1
chrX	-	6576133	6601387	1
chrX	-	6601525	6606628	1
chrX	+	6646464	6748553	1
chrX	-	9721196	9721802	1
chrX	+	9815741	9891359	1
chrX	+	9891472	9949754	2
chrX	+	9985563	9991185	4
chrX	+	9991258	10040369	4
chrX	+	10040472	10045262	1
chrX	+	10050140	10055705	2
chrX	+	10064244	10068103	1
chrX	+	10068121	10077192	1
chrX	+	10077314	10100535	1
chrX	+	10103809	10111935	1
chrX	+	10122102	10124240	1
chrX	+	10124309	10128286	1
chrX	+	10126908	10128286	1
chrX	+	10128322	10129898	2
chrX	-	10199294	10218056	2
chrX	-	10218130	10218438	1
chrX	-	10218134	10218438	1
chrX	-	10403003	10403147	2
chrX	-	10403287	10403495	5
chrX	-	10403649	10403990	9
chrX	-	10404108	10404196	10
chrX	-	10404378	10404579	6
chrX	-	10404724	10405245	12
chrX	-	10405390	10405805	4
chrX	-	10405966	10406075	8
chrX	-	10406174	10406454	7
chrX	-	10406540	10406996	5
chrX	-	10407132	10407353	11
chrX	-	10407453	10407529	12
chrX	-	10407688	10408543	12
chrX	-	10408676	10409806	13
chrX	-	10409854	10410652	17
chrX	-	10410710	10413863	6
chrX	-	10513828	10526026	1
chrX	-	10526463	10527710	13
chrX	-	10527806	10528517	1
chrX	-	10527806	10528565	18
chrX	-	10528778	10529171	7
chrX	-	10529328	10532075	10
chrX	-	10532164	10532251	20
chrX	-	10532472	10532826	13
chrX	-	10533012	10534884	2
chrX	-	10535014	10535746	4
chrX	-	10535972	10536968	1
chrX	-	10537092	10537837	4
chrX	-	10538591	10539405	9
chrX	-	10539547	10541440	5
chrX	-	10541614	10544613	4
chrX	-	10544804	10547695	10
chrX	-	10547916	10550065	7
chrX	-	10550288	10551116	4
chrX	-	10551263	10552037	18
chrX	-	10552184	10552380	13
chrX	-	10552489	10554553	14
chrX	-	10554720	10556199	5
chrX	-	10556325	10557556	6
chrX	-	10557682	10559931	10
chrX	-	10560210	10560386	9
chrX	-	10560517	10563366	9
chrX	-	10563487	10564265	8
chrX	-	10564415	10564893	12
chrX	-	10565134	10567594	12
chrX	-	10568439	10569690	8
chrX	-	10570033	10571429	4
chrX	-	10571517	10582168	2
chrX	-	10582302	10583921	6
chrX	-	10582317	10583921	4
chrX	-	10584058	10584791	5
chrX	-	10584998	10586791	1
chrX	-	10586896	10588373	4
chrX	-	10588526	10590466	6
chrX	-	10590605	10590679	8
chrX	-	10590931	10591281	4
chrX	-	10591397	10595281	14
chrX	-	10595500	10596613	3
chrX	-	10596726	10602004	6
chrX	-	10602084	10604169	4
chrX	-	10604315	10606709	13
chrX	-	10606963	10629261	1
chrX	-	10606963	10629465	2
chrX	-	10606963	10630067	1
chrX	-	10606963	10647114	1
chrX	-	10621402	10621521	1
chrX	-	10647150	10648896	1
chrX	-	10658021	10658724	1
chrX	-	10658895	10660301	1
chrX	-	10658895	10660308	2
chrX	+	10969735	10971961	1
chrX	+	10977168	10977982	2
chrX	+	10978112	10978556	2
chrX	+	10979063	10979798	1
chrX	+	10980823	10981799	2
chrX	+	11030288	11033640	1
chrX	+	11033800	11036440	2
chrX	+	11036635	11037523	1
chrX	+	11037658	11039585	1
chrX	+	11039662	11046771	3
chrX	+	11046932	11047016	2
chrX	+	11047163	11048224	3
chrX	+	11049819	11050088	1
chrX	+	11058244	11065681	1
chrX	+	11067255	11067354	3
chrX	+	11067462	11077034	4
chrX	+	11077691	11080276	1
chrX	+	11084835	11089133	1
chrX	+	11091459	11092724	1
chrX	+	11096121	11105186	2
chrX	+	11105208	11105241	1
chrX	-	11138112	11145559	13
chrX	-	11145679	11147140	6
chrX	-	11147290	11147983	9
chrX	-	11148037	11149061	6
chrX	-	11149199	11149357	12
chrX	-	11149453	11156366	6
chrX	-	11156498	11157710	1
chrX	-	11157841	11164729	1
chrX	+	11666871	11668187	3
chrX	+	11671944	11672674	1
chrX	+	11679146	11679595	1
chrX	+	11679838	11680402	2
chrX	+	11680728	11681023	1
chrX	+	11686170	11687198	2
chrX	+	11687344	11688608	1
chrX	+	11689026	11689938	2
chrX	+	11839633	11840328	1
chrX	-	13116261	13116541	1
chrX	-	13262512	13262783	15
chrX	-	13262859	13267455	5
chrX	-	13267539	13273314	6
chrX	-	13273470	13275340	7
chrX	-	13275436	13277285	10
chrX	-	13277360	13278837	5
chrX	-	13279026	13279061	4
chrX	-	14150587	14154296	1
chrX	-	14171357	14173333	1
chrX	-	14295370	14310621	1
chrX	-	14310790	14311843	1
chrX	-	14323434	14325626	2
chrX	-	14325785	14326671	1
chrX	-	14326734	14327680	1
chrX	+	14498566	14506022	1
chrX	+	14593833	14596607	1
chrX	+	14604194	14605990	1
chrX	-	14635111	14635438	1
chrX	-	14635516	14636130	1
chrX	+	14936650	14937633	1
chrX	+	14999988	15000066	1
chrX	+	15000473	15001657	1
chrX	+	15041232	15042834	1
chrX	+	15049505	15051505	1
chrX	+	15064909	15066471	1
chrX	+	15067808	15068014	1
chrX	+	15098988	15099557	1
chrX	+	15099675	15099952	1
chrX	+	15100059	15100205	1
chrX	+	15100804	15100902	2
chrX	+	15100996	15101341	3
chrX	+	15100996	15101344	2
chrX	+	15101421	15101745	2
chrX	+	15114123	15114897	2
chrX	+	15115007	15115126	1
chrX	+	15115257	15115922	2
chrX	+	15117168	15117258	1
chrX	+	15117400	15120991	1
chrX	+	15121110	15121482	1
chrX	+	15255833	15255856	1
chrX	+	15295645	15296051	1
chrX	+	15315521	15315639	1
chrX	-	15343556	15346073	1
chrX	+	15416334	15416452	1
chrX	-	15444368	15446885	1
chrX	+	15451705	15451879	4
chrX	+	15451992	15452098	2
chrX	+	15452377	15452561	6
chrX	+	15452625	15452780	1
chrX	-	15453465	15454218	1
chrX	-	15472263	15472542	1
chrX	-	15472266	15472542	2
chrX	-	15472942	15474212	1
chrX	-	15474416	15478441	3
chrX	-	15478590	15478687	9
chrX	-	15478844	15478932	6
chrX	-	15478997	15489283	2
chrX	-	15489374	15503000	1
chrX	-	15524491	15525149	4
chrX	-	15525304	15526532	2
chrX	-	15526626	15526784	1
chrX	-	15526907	15530390	1
chrX	-	15530521	15532179	1
chrX	-	15532279	15532366	1
chrX	-	15532423	15532553	1
chrX	-	15532649	15532751	2
chrX	-	15532829	15533816	2
chrX	-	15534281	15534541	3
chrX	-	15534637	15538603	3
chrX	-	15538738	15539425	3
chrX	-	15539518	15539730	2
chrX	-	15539808	15541805	1
chrX	-	15542218	15542831	1
chrX	-	15542879	15543074	1
chrX	-	15543259	15544210	2
chrX	-	15544349	15548714	1
chrX	-	15544349	15551578	1
chrX	-	15548822	15549518	1
chrX	-	15549545	15551397	1
chrX	-	15551459	15551578	4
chrX	-	15579267	15579436	1
chrX	-	15579493	15580941	1
chrX	+	15607014	15609957	1
chrX	-	15621673	15621909	1
chrX	-	15622055	15622132	1
chrX	-	15622234	15622317	1
chrX	-	15639176	15639265	2
chrX	-	15639351	15640677	2
chrX	-	15640747	15640838	1
chrX	-	15640962	15641155	5
chrX	-	15641294	15641926	2
chrX	-	15642059	15644910	2
chrX	-	15645124	15646393	4
chrX	-	15649687	15649790	1
chrX	-	15696112	15698838	36
chrX	-	15699166	15703143	27
chrX	-	15699738	15699777	1
chrX	-	15703335	15704016	28
chrX	-	15704215	15707251	1
chrX	-	15704215	15707299	25
chrX	-	15713017	15713253	5
chrX	-	15713451	15714652	3
chrX	-	15714765	15714850	2
chrX	-	15714978	15715084	7
chrX	-	15715192	15715823	7
chrX	-	15715993	15716380	6
chrX	-	15716524	15716714	7
chrX	-	15716845	15716952	5
chrX	-	15717054	15717320	6
chrX	-	15717423	15718050	4
chrX	-	15718147	15718406	4
chrX	-	15718534	15718765	5
chrX	-	15719739	15719986	5
chrX	-	15720052	15720337	5
chrX	-	15720466	15720656	5
chrX	-	15720677	15721430	7
chrX	-	15721514	15721767	6
chrX	-	15721878	15722721	2
chrX	-	15722880	15722978	15
chrX	-	15723180	15724311	4
chrX	-	15724458	15725985	4
chrX	-	15726038	15726123	7
chrX	-	15726231	15726653	5
chrX	-	15726741	15726828	3
chrX	-	15726741	15726860	1
chrX	-	15726935	15727081	3
chrX	-	15727141	15727836	5
chrX	-	15727966	15728128	12
chrX	-	15728282	15728968	4
chrX	-	15729020	15729584	7
chrX	-	15729630	15730716	10
chrX	-	15730798	15730919	8
chrX	-	15731040	15731134	7
chrX	-	15731342	15732216	6
chrX	-	15732442	15733417	1
chrX	-	15733578	15733727	3
chrX	-	15733754	15733893	4
chrX	-	15733983	15734096	1
chrX	-	15733987	15734096	9
chrX	-	15734189	15734426	1
chrX	-	15734617	15736194	4
chrX	-	15736298	15736404	4
chrX	-	15736601	15737200	1
chrX	-	15737353	15737434	3
chrX	-	15737353	15737454	1
chrX	-	15737957	15738163	1
chrX	-	15738269	15739221	4
chrX	-	15739471	15741045	2
chrX	+	15743159	15744122	2
chrX	+	15748739	15748866	2
chrX	+	15748933	15749030	2
chrX	+	15749209	15750629	1
chrX	+	15751945	15752406	1
chrX	+	15752725	15752826	1
chrX	+	15752928	15753009	1
chrX	+	15753117	15753354	1
chrX	+	15753450	15753687	3
chrX	+	15753747	15753826	2
chrX	+	15753901	15754257	1
chrX	+	16050934	16144029	1
chrX	+	16173080	16175571	1
chrX	+	16175671	16180259	1
chrX	+	16189659	16189889	1
chrX	+	16192793	16194196	1
chrX	+	17017398	17021021	1
chrX	-	18452279	18455240	3
chrX	-	19124462	19126282	1
chrX	-	19131023	19347299	1
chrX	-	19385438	19385469	1
chrX	+	19408682	19703295	1
chrX	-	20037650	20039933	1
chrX	-	20043520	20044521	1
chrX	-	20044658	20044915	4
chrX	-	20045058	20045152	1
chrX	-	20045327	20045804	1
chrX	-	20048059	20052764	1
chrX	-	20052871	20053716	2
chrX	-	20053852	20054140	1
chrX	-	20054224	20055023	3
chrX	-	20055140	20056572	6
chrX	-	20056680	20057309	5
