"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"CASE"	"CTRL"	"log2fold_CTRL_CASE"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SAMP1"	"countData.SAMP2"	"countData.SAMP3"	"countData.SAMP4"	"countData.SAMP5"	"countData.SAMP6"
"ENSRNOG00000005203:E001"	"ENSRNOG00000005203"	"E001"	89.6922819222146	0.000818089119355387	2.51715290951729	0.112613741716056	0.734048236940905	16.4890560404768	17.5258152958818	0.183308515017012	"chr14"	99774589	99774757	169	"-"	86	81	80	89	131	78
"ENSRNOG00000005203:E002"	"ENSRNOG00000005203"	"E002"	166.3075062841	0.000633221179756813	0.0117509562621905	0.913676951336257	0.992709524988712	22.7914460580797	22.8369831995722	0.00619020501070988	"chr14"	99777528	99777630	103	"-"	166	160	163	152	230	140
"ENSRNOG00000005203:E003"	"ENSRNOG00000005203"	"E003"	123.885026136447	0.000670812925026643	1.52226598420005	0.21727690409888	0.851658993121807	20.2748820130218	19.5264818304985	-0.114723277656559	"chr14"	99779209	99779308	100	"-"	131	123	127	96	176	102
"ENSRNOG00000005203:E004"	"ENSRNOG00000005203"	"E004"	42.2770231024313	0.00239183925949021	0.213879738555818	0.643743351715602	0.983108889567334	12.0267675152575	11.7108016472005	-0.0783909034262873	"chr14"	99780894	99780964	71	"-"	44	45	40	29	69	32
"ENSRNOG00000051014:E001"	"ENSRNOG00000051014"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	99787729	99787773	45	"-"	0	0	0	0	0	0
"ENSRNOG00000051014:E002"	"ENSRNOG00000051014"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	99787776	99788111	336	"-"	0	0	0	0	0	0
"ENSRNOG00000004332:E001"	"ENSRNOG00000004332"	"E001"	4.90995624554467	0.287362975299568	0.124387309458541	0.724323967908576	NA	4.03743610526307	4.02776035671738	-0.00693958255623528	"chr14"	99919485	99919723	239	"+"	7	8	1	1	1	11
"ENSRNOG00000004332:E002"	"ENSRNOG00000004332"	"E002"	6.85684615686287	0.0303995920756176	1.32210526572131	0.250214570573868	NA	5.16813859584541	4.24732179482783	-0.568006924164468	"chr14"	100041700	100041851	152	"+"	11	9	6	2	2	11
"ENSRNOG00000004332:E003"	"ENSRNOG00000004332"	"E003"	10.0295359594901	0.0261393499190846	0.0103083935456283	0.919129538245413	0.992709524988712	5.73086272790187	5.79365522018186	0.0315952018964603	"chr14"	100042484	100042667	184	"+"	14	10	8	12	4	12
"ENSRNOG00000004332:E004"	"ENSRNOG00000004332"	"E004"	8.34060438172542	0.00763325784608861	1.14828772630165	0.283907875488848	NA	4.8676892791877	5.66920886064014	0.44159742327671	"chr14"	100046118	100046252	135	"+"	6	8	9	7	10	10
"ENSRNOG00000004332:E005"	"ENSRNOG00000004332"	"E005"	5.74643963935762	0.0185405655759463	0.00224180675243701	0.962236094270729	NA	4.42560762535734	4.36451528990374	-0.0402212144343324	"chr14"	100050701	100050769	69	"+"	5	8	6	3	8	5
"ENSRNOG00000004332:E006"	"ENSRNOG00000004332"	"E006"	6.18625843672492	0.0583439445718421	0.0647416179362494	0.79915276125369	NA	4.65763724861996	4.37981033122593	-0.177988112570126	"chr14"	100051548	100051666	119	"+"	6	6	9	8	3	5
"ENSRNOG00000004332:E007"	"ENSRNOG00000004332"	"E007"	9.83960969432036	0.00515788628711861	0.954224113780356	0.328646411129489	0.902016391900049	5.36709294176219	6.07407957125102	0.35875131156621	"chr14"	100052683	100052824	142	"+"	11	8	9	10	9	12
"ENSRNOG00000004332:E008"	"ENSRNOG00000004332"	"E008"	6.19189573654633	0.0111407406578282	0.804924512498332	0.369625087667433	NA	4.18717852179233	4.88274401912484	0.444754919351756	"chr14"	100054370	100054486	117	"+"	4	6	7	3	8	9
"ENSRNOG00000004332:E009"	"ENSRNOG00000004332"	"E009"	4.92483559126355	0.0105990995954952	0.997025133930478	0.318031410656129	NA	4.42466647834578	3.62284893405149	-0.578246065708811	"chr14"	100054999	100055125	127	"+"	6	7	6	4	4	3
"ENSRNOG00000004332:E010"	"ENSRNOG00000004332"	"E010"	4.24041646325502	0.01381112902234	0.136043711741507	0.712246213639066	NA	3.93259526343111	3.62081604365865	-0.238829295961459	"chr14"	100055316	100055389	74	"+"	5	5	5	2	6	3
"ENSRNOG00000004332:E011"	"ENSRNOG00000004332"	"E011"	4.95675239725607	0.0105764712528658	0.58682688461478	0.443648772577432	NA	3.79906733929472	4.36723949287577	0.403129164575202	"chr14"	100056211	100056301	91	"+"	6	3	5	3	7	6
"ENSRNOG00000004332:E012"	"ENSRNOG00000004332"	"E012"	11.6778140436172	0.0320662495939761	0.173634975183191	0.676901290702729	0.983440849722955	6.06936143491799	6.45395393848356	0.17829000593513	"chr14"	100058305	100058504	200	"+"	19	9	8	4	15	16
"ENSRNOG00000004332:E013"	"ENSRNOG00000004332"	"E013"	8.18007007242573	0.0058330214219169	0.0113160512168804	0.915283296470634	NA	5.17204191319755	5.2368424630876	0.0360683808998106	"chr14"	100062006	100062138	133	"+"	11	8	7	5	6	12
"ENSRNOG00000004332:E014"	"ENSRNOG00000004332"	"E014"	5.56766581625074	0.0266129440442091	0.694833973089786	0.404525017929208	NA	3.93727695537191	4.63683804617436	0.473148487753261	"chr14"	100064639	100064729	91	"+"	2	6	7	4	6	8
"ENSRNOG00000004332:E015"	"ENSRNOG00000004332"	"E015"	6.88393761018368	0.00714732388831368	0.389715696199787	0.532448881727563	NA	4.53947276601865	5.00441666727863	0.282287990320078	"chr14"	100066630	100066787	158	"+"	6	7	7	5	6	10
"ENSRNOG00000004332:E016"	"ENSRNOG00000004332"	"E016"	2.9235735868606	0.313677643313565	0.146453406682738	0.701947914465648	NA	2.68426293162238	3.51048095289991	0.775362731096124	"chr14"	100070499	100070540	42	"+"	4	0	3	0	2	8
"ENSRNOG00000004332:E017"	"ENSRNOG00000004332"	"E017"	5.6623531879396	0.00999475706741292	0.180706895779352	0.67076644803	NA	4.18554917826886	4.5034651404094	0.211818422475524	"chr14"	100072976	100073117	142	"+"	5	8	4	3	6	8
"ENSRNOG00000004332:E018"	"ENSRNOG00000004332"	"E018"	8.79002364742078	0.048074771649574	9.00262924403705e-05	0.992429610448677	NA	5.45726237152113	5.36097479927965	-0.0515832388171078	"chr14"	100074227	100074349	123	"+"	9	15	5	9	6	9
"ENSRNOG00000004332:E019"	"ENSRNOG00000004332"	"E019"	9.61014512436627	0.0178993120318908	0.114766618644126	0.734781328522914	NA	5.55350045202076	5.77675994531248	0.114258369622737	"chr14"	100076007	100076105	99	"+"	10	13	7	11	8	9
"ENSRNOG00000004332:E020"	"ENSRNOG00000004332"	"E020"	12.2310789352603	0.00593956378615796	2.43129625424281	0.118934513048423	0.740513152022478	5.8241967818598	6.97579353685678	0.523696310026823	"chr14"	100079916	100080101	186	"+"	12	12	9	10	17	14
"ENSRNOG00000004332:E021"	"ENSRNOG00000004332"	"E021"	9.5379908523833	0.00711414397048163	0.497800728460817	0.480468060198237	NA	5.36768771537369	5.87761997626359	0.263068924307468	"chr14"	100090594	100090749	156	"+"	10	8	10	11	7	11
"ENSRNOG00000004332:E022"	"ENSRNOG00000004332"	"E022"	4.5445850251775	0.0374616464237404	2.49660022693843	0.114092356767718	NA	4.53070072043191	3.09343609604252	-1.10335407681933	"chr14"	100091647	100091722	76	"+"	12	3	5	3	2	3
"ENSRNOG00000004332:E023"	"ENSRNOG00000004332"	"E023"	8.35848118275374	0.00601482554420587	8.73756259810511	0.00311720918562563	NA	6.24655421564073	3.9397031727944	-1.33489083064804	"chr14"	100093043	100093189	147	"+"	17	10	11	3	3	7
"ENSRNOG00000004332:E024"	"ENSRNOG00000004332"	"E024"	6.89594363203461	0.0120619889044517	2.47222182730293	0.115874024414286	NA	5.36236522788037	4.09067100742922	-0.783593335042148	"chr14"	100095137	100095234	98	"+"	15	8	5	3	3	8
"ENSRNOG00000004332:E025"	"ENSRNOG00000004332"	"E025"	7.45701765785561	0.0840843514120876	1.25509148000401	0.262582255572866	NA	5.6104958514539	4.24406321463476	-0.80819737487414	"chr14"	100095899	100096066	168	"+"	19	9	3	2	5	8
"ENSRNOG00000004332:E026"	"ENSRNOG00000004332"	"E026"	5.81100371853444	0.0106655543026383	0.00269189552314231	0.958621537394251	NA	4.42250555385267	4.37085463150885	-0.033992689256563	"chr14"	100096460	100096507	48	"+"	10	4	5	2	5	9
"ENSRNOG00000004332:E027"	"ENSRNOG00000004332"	"E027"	9.94432257385943	0.005534825351416	0.178321172827069	0.672819985366908	0.983440849722955	5.91045504298471	5.56575130444415	-0.174217626009394	"chr14"	100097304	100097406	103	"+"	16	8	10	5	8	13
"ENSRNOG00000004332:E028"	"ENSRNOG00000004332"	"E028"	16.4799949117111	0.00465166671470475	0.439381787975563	0.507420990975201	0.950709245975452	7.16087971214212	7.62528235090261	0.182751323076611	"chr14"	100098058	100098796	739	"+"	20	11	19	13	16	20
"ENSRNOG00000061271:E001"	"ENSRNOG00000061271"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	100131486	100131861	376	"-"	0	0	0	0	0	0
"ENSRNOG00000061271:E002"	"ENSRNOG00000061271"	"E002"	0.161204933298572	NA	NA	NA	NA	NA	NA	NA	"chr14"	100133742	100133859	118	"-"	0	1	0	0	0	0
"ENSRNOG00000023026:E001"	"ENSRNOG00000023026"	"E001"	2.80432926356861	0.031047470801275	0.00145444287033314	0.969578324525888	NA	3.03645321688269	3.05888640793707	0.021267565518335	"chr14"	100135271	100135659	389	"+"	3	4	3	1	3	3
"ENSRNOG00000023026:E002"	"ENSRNOG00000023026"	"E002"	5.1973437101515	0.0220378160879788	0.00144565656984952	0.969670308103082	NA	4.17998100405747	4.16320234378509	-0.0116348723015003	"chr14"	100136102	100136728	627	"+"	8	7	4	6	5	2
"ENSRNOG00000005214:E001"	"ENSRNOG00000005214"	"E001"	0.152050014371638	0.28636855299649	0.234120013026676	0.62848558671148	NA	1.02155531956556	0.0632880642376108	-8.02559903535613	"chr14"	100151210	100151508	299	"-"	1	0	0	0	0	0
"ENSRNOG00000005214:E002"	"ENSRNOG00000005214"	"E002"	5.97845764205906	0.0100084038809552	0.736520927308966	0.390777633472776	NA	4.21544917464934	4.83998660717027	0.399823409539342	"chr14"	100151509	100151907	399	"-"	8	6	3	3	12	5
"ENSRNOG00000005214:E003"	"ENSRNOG00000005214"	"E003"	4.9200744294125	0.0132415043084987	0.0932587837770669	0.760074458991689	NA	3.96214984245294	4.19532855798249	0.165401015372243	"chr14"	100157426	100157558	133	"-"	5	5	5	2	8	5
"ENSRNOG00000005214:E004"	"ENSRNOG00000005214"	"E004"	4.2648168734396	0.0142162502473224	0.10220452099221	0.749199991579782	NA	3.68768435471283	3.90793850757765	0.167737274974658	"chr14"	100159063	100159132	70	"-"	6	4	3	2	6	5
"ENSRNOG00000005214:E005"	"ENSRNOG00000005214"	"E005"	3.26986301297015	0.0164826350952384	1.26204949867079	0.26126350471312	NA	2.89459583934462	3.75265422312111	0.750299391384934	"chr14"	100160582	100160665	84	"-"	3	3	2	1	7	4
"ENSRNOG00000005214:E006"	"ENSRNOG00000005214"	"E006"	3.13874355554194	0.125507156026045	0.0187095985898509	0.891202293916383	NA	3.23172760383085	3.38374015470498	0.132838033521515	"chr14"	100162585	100162689	105	"-"	4	4	2	1	9	0
"ENSRNOG00000005214:E007"	"ENSRNOG00000005214"	"E007"	3.62285688773793	0.0363012121560319	0.204077669726459	0.651449406784453	NA	3.38789181319117	3.74002907356684	0.285851639435884	"chr14"	100165144	100165328	185	"-"	8	1	2	2	9	1
"ENSRNOG00000005214:E008"	"ENSRNOG00000005214"	"E008"	2.42605111094513	0.0211611423183702	2.4786701144901	0.115399791295021	NA	3.39209934470959	2.16969429273958	-1.29080440523074	"chr14"	100168075	100168166	92	"-"	6	2	3	0	2	2
"ENSRNOG00000005214:E009"	"ENSRNOG00000005214"	"E009"	4.34758260436426	0.0112894878922525	2.10453359081036	0.146863117749885	NA	4.33754436807324	3.25158830143386	-0.833202301922157	"chr14"	100169872	100170053	182	"-"	9	4	5	2	5	2
"ENSRNOG00000005214:E010"	"ENSRNOG00000005214"	"E010"	5.04975473919795	0.0241050576779649	0.0379658568320949	0.845511715338018	NA	4.21838739559944	4.04907973798836	-0.118489640264415	"chr14"	100170378	100170533	156	"-"	7	2	8	3	8	3
"ENSRNOG00000005214:E011"	"ENSRNOG00000005214"	"E011"	1.45971223252597	0.0474007468139155	2.07795239386829	0.149440525616999	NA	2.70721690214823	1.53446777689996	-1.63919146850934	"chr14"	100183942	100184192	251	"-"	4	0	3	0	1	1
"ENSRNOG00000005214:E012"	"ENSRNOG00000005214"	"E012"	0.860561990982472	0.100215972244195	2.12171392979666	0.145223948381393	NA	1.02411139738687	2.1737040310484	2.17233967813178	"chr14"	100217715	100217913	199	"-"	0	1	0	1	1	2
"ENSRNOG00000060606:E001"	"ENSRNOG00000060606"	"E001"	0.339388742914287	NA	NA	NA	NA	NA	NA	NA	"chr14"	100172691	100173483	793	"+"	1	0	0	0	0	1
"ENSRNOG00000005326:E001"	"ENSRNOG00000005326"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	100217289	100217335	47	"+"	0	0	0	0	0	0
"ENSRNOG00000005326:E002"	"ENSRNOG00000005326"	"E002"	39.4341425285097	0.0107092905841022	0.255262616438785	0.613393643498226	0.973479008281169	11.6127380923811	11.0206169440651	-0.153817568793306	"chr14"	100217393	100217779	387	"+"	33	44	26	51	36	46
"ENSRNOG00000005326:E003"	"ENSRNOG00000005326"	"E003"	46.0650567909541	0.00948017281685829	1.05507450356457	0.304341270937304	0.891922237914901	11.6212637334584	12.4674495218372	0.207072422262856	"chr14"	100217780	100217880	101	"+"	33	33	37	67	46	58
"ENSRNOG00000005326:E004"	"ENSRNOG00000005326"	"E004"	58.7170041711929	0.00137470252698309	0.732815716511794	0.391972024981093	0.927731792663256	13.4000585435717	13.905897969234	0.109807680255207	"chr14"	100220697	100220847	151	"+"	46	57	35	91	67	57
"ENSRNOG00000005326:E005"	"ENSRNOG00000005326"	"E005"	116.329199982508	0.0104963652217615	0.98565398237217	0.32080690404013	0.899257757599601	19.7288204193876	18.6477656768718	-0.171246344379918	"chr14"	100246272	100246555	284	"+"	117	110	82	165	145	87
"ENSRNOG00000005326:E006"	"ENSRNOG00000005326"	"E006"	161.561002534802	0.00180803891764462	0.105905479710259	0.744854729288914	0.989869615376402	22.1996316209759	22.2538662142351	0.00754096842203378	"chr14"	100246556	100247235	680	"+"	129	131	136	238	186	151
"ENSRNOG00000052876:E001"	"ENSRNOG00000052876"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	100260279	100260498	220	"-"	0	0	0	0	0	0
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E001"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	100311173	100311387	215	"+"	0	0	0	0	0	0
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E002"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E002"	15.0315080422466	0.0606388414401337	0.249796832190754	0.617218170478947	0.973479008281169	7.35557441625087	6.86156182544943	-0.202078611681658	"chr14"	100322568	100322946	379	"+"	25	15	6	11	19	16
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E003"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E003"	31.5053462901115	0.00250610466009353	0.00802890885606189	0.928601763576067	0.992709524988712	9.95611954914452	10.4204523042432	0.133510968206886	"chr14"	100342054	100342093	40	"+"	38	23	23	32	42	33
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E004"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E004"	136.043038937844	0.00505330847210101	0.779607470850351	0.377261216032477	0.921827085433355	19.7666285848157	21.429782029254	0.24735075469623	"chr14"	100355167	100355343	177	"+"	123	102	120	180	178	119
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E005"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E005"	108.408279632697	0.0089564619926119	0.441493532117946	0.506402470552102	0.950622273323404	17.7400120138035	19.2523777839495	0.24772245242799	"chr14"	100356672	100356731	60	"+"	96	93	86	154	135	91
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E006"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E006"	172.435398632343	0.00793265154173065	0.0542177211528525	0.815880222189477	0.991491044839543	22.5361157576962	23.6051619395459	0.143954792479943	"chr14"	100357090	100357274	185	"+"	182	164	112	207	213	166
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E007"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E007"	320.824345430739	0.00409004800996293	4.78163312803292	0.0287648285209368	0.485332497678357	28.8274192182313	31.9984896236301	0.340676984827416	"chr14"	100358607	100359239	633	"+"	273	228	280	361	446	345
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E008"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E008"	501.739661037713	0.00414014786554361	11.91353161965	0.00055727648102209	0.055727648102209	34.5891790297528	38.9995529751624	0.412043256400192	"chr14"	100359240	100360879	1640	"+"	399	380	405	562	682	587
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E009"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E009"	2.3161573114773	0.391187715238335	0.966729990726705	0.325497065974373	NA	3.46051929942819	2.04482584894738	-1.51966174063255	"chr14"	100372629	100372663	35	"+"	1	8	1	3	0	1
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E010"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E010"	7.10372021422635	0.0766933268489118	0.332760501712684	0.564038108088011	NA	5.1164244294243	4.65513216187443	-0.2735760300866	"chr14"	100373129	100373168	40	"+"	7	12	3	11	5	5
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E011"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E011"	23.3246995927698	0.00670393864672823	3.41663438664914	0.0645424721713097	0.636115711303773	9.41425794183233	8.2158317654779	-0.397319908455533	"chr14"	100373169	100373353	185	"+"	28	28	19	28	18	20
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E012"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E012"	22.7104310591827	0.00275832469417723	20.4728316055059	6.04837154179866e-06	0.00354261761733921	10.2464404673013	7.08403066065688	-1.0764741523155	"chr14"	100379065	100379165	101	"+"	29	35	25	15	16	18
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E013"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E013"	31.7837646899642	0.0142164149627075	21.2142193114782	4.10706188580328e-06	0.00336779074635869	12.3385105656874	8.13665981316527	-1.21937604898491	"chr14"	100381491	100381621	131	"+"	41	56	33	18	29	18
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E014"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E014"	29.3429998025241	0.0257654670417037	13.7501246839361	0.000208806959170532	0.0295209838827304	11.7691709626048	7.98058960536605	-1.13659855884369	"chr14"	100383701	100383802	102	"+"	38	47	33	17	34	12
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E015"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E015"	37.2450105461164	0.00177397387291198	11.6493982288436	0.000642233072573701	0.0577619321975186	12.2012999712138	10.0306026239977	-0.575377127796504	"chr14"	100386013	100386128	116	"+"	41	49	37	37	34	28
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E016"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E016"	26.8445497022505	0.00949878856311273	1.06906974080762	0.301155663868909	0.891922237914901	9.71740322093862	9.14945645782309	-0.176019842393292	"chr14"	100386994	100387105	112	"+"	28	34	18	30	25	27
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E017"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E017"	13.5213552017269	0.0282719538387643	0.867636943687558	0.351610334225066	0.9101025065169	7.05867274947614	6.40990091368286	-0.28002709993075	"chr14"	100387106	100387128	23	"+"	16	18	8	19	11	10
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E018"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E018"	14.4876562635044	0.0188065706894467	1.84615554552637	0.174231190014449	0.802638066358698	7.46336323035507	6.48895482665174	-0.406537930060501	"chr14"	100389313	100389410	98	"+"	21	16	10	19	11	11
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E019"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E019"	27.1699933198098	0.00521143825652584	10.6018705429385	0.00112973308562246	0.0873944462462657	10.6870425579368	8.38872210622952	-0.707885527004294	"chr14"	100392995	100393202	208	"+"	39	29	29	15	31	23
"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321:E020"	"ENSRNOG00000022857+ENSRNOG00000043210+ENSRNOG00000057321"	"E020"	70.9469543074142	0.00613769264361211	18.664701271414	1.55840990944459e-05	0.00638948062872282	16.9540654345986	13.4522055570397	-0.689844118214263	"chr14"	100393203	100394145	943	"+"	91	67	92	53	66	61
"ENSRNOG00000005524:E001"	"ENSRNOG00000005524"	"E001"	146.543224776141	0.0102577627308138	1.47550316334491	0.224479421674839	0.864211474166534	20.7582840662912	22.0079816273649	0.179784506059303	"chr14"	100364190	100364977	788	"-"	178	148	198	111	166	93
"ENSRNOG00000005524:E002"	"ENSRNOG00000005524"	"E002"	61.3265450366241	0.00124514945162509	0.224178827757825	0.635874142973616	0.982023172435907	14.146249862979	13.8268921851204	-0.0677557094537375	"chr14"	100365488	100365558	71	"-"	86	68	82	45	59	35
"ENSRNOG00000005524:E003"	"ENSRNOG00000005524"	"E003"	75.2608249958308	0.000966834989009284	1.57290136379126	0.209786165167207	0.839964137876511	15.1019076471368	16.0062972584536	0.173699704980666	"chr14"	100369703	100369820	118	"-"	90	82	98	59	77	52
"ENSRNOG00000005524:E004"	"ENSRNOG00000005524"	"E004"	45.8415571326063	0.00135759279769957	4.61868177250456	0.0316255341000473	0.502576317093774	11.4851631552341	13.0815503045015	0.383745317687458	"chr14"	100370051	100370111	61	"-"	50	48	56	47	45	32
"ENSRNOG00000005524:E005"	"ENSRNOG00000005524"	"E005"	61.5566014452785	0.00170522830421771	0.949738012103296	0.329785993038579	0.902016391900049	14.2914516018712	13.5870843170889	-0.1499443180299	"chr14"	100370289	100370372	84	"-"	79	87	75	51	46	37
"ENSRNOG00000005524:E006"	"ENSRNOG00000005524"	"E006"	93.469127473	0.00490954833883519	1.92599805266914	0.165196943852715	0.78831534825243	17.6018435551044	16.4207855603428	-0.208796467942055	"chr14"	100372249	100372398	150	"-"	119	135	117	75	66	57
"ENSRNOG00000005524:E007"	"ENSRNOG00000005524"	"E007"	51.6701597044995	0.0145375653002083	4.05356333247587	0.0440782104741762	0.564890195480639	13.6835801613362	11.5456543863225	-0.501495400506883	"chr14"	100372520	100372760	241	"-"	83	83	55	36	33	27
"ENSRNOG00000005982:E001"	"ENSRNOG00000005982"	"E001"	30.9818865819271	0.0107995082861869	0.682844261723744	0.408609030119768	0.930648411773173	10.487078480617	9.69384962259541	-0.230302910141944	"chr14"	100415668	100415742	75	"+"	26	42	41	30	31	18
"ENSRNOG00000005982:E002"	"ENSRNOG00000005982"	"E002"	31.817618448832	0.00171360227943284	0.0281301821915889	0.86680313028221	0.992709524988712	10.1865216827554	10.2906245452208	0.0297855314054125	"chr14"	100420484	100421240	757	"+"	29	35	39	27	33	29
"ENSRNOG00000005982:E003"	"ENSRNOG00000005982"	"E003"	80.8832810733618	0.0107339270492421	0.375274180622199	0.540143330254548	0.965478384578932	16.5024110808266	15.8162619433015	-0.12717007677787	"chr14"	100421241	100421387	147	"+"	73	101	102	67	96	53
"ENSRNOG00000005982:E004"	"ENSRNOG00000005982"	"E004"	98.5327596482394	0.00130790864888016	0.00319197215161182	0.954945454307304	0.996111211065108	17.812937386306	17.7499755679295	-0.0106839449707987	"chr14"	100422184	100422250	67	"+"	115	106	104	88	103	82
"ENSRNOG00000005982:E005"	"ENSRNOG00000005982"	"E005"	117.637174673841	0.000775082130414191	0.000170259359308034	0.989589220811442	0.997913206291033	19.3604055010333	19.3145003651867	-0.00721940842070179	"chr14"	100422548	100422597	50	"+"	132	111	144	99	128	99
"ENSRNOG00000005982:E006"	"ENSRNOG00000005982"	"E006"	106.416518270803	0.000819500728590746	0.0140817464815797	0.905539550521287	0.992709524988712	18.4066794873287	18.449987171363	0.00711362871616039	"chr14"	100422598	100422603	6	"+"	119	99	130	92	111	93
"ENSRNOG00000005982:E007"	"ENSRNOG00000005982"	"E007"	215.122985848117	0.000659541046162533	0.805797449510891	0.369365660296518	0.921728062821499	25.3779196768685	25.8497281892507	0.0581445966525767	"chr14"	100425118	100427260	2143	"+"	225	207	259	204	219	186
"ENSRNOG00000054372:E001"	"ENSRNOG00000054372"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	100762306	100762628	323	"+"	0	0	0	0	0	0
"ENSRNOG00000006185:E001"	"ENSRNOG00000006185"	"E001"	61.5004200687353	NA	NA	NA	NA	NA	NA	NA	"chr14"	102290418	102293677	3260	"-"	55	53	84	69	53	55
"ENSRNOG00000060432:E001"	"ENSRNOG00000060432"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	102809291	102809499	209	"-"	0	0	0	0	0	0
"ENSRNOG00000060432:E002"	"ENSRNOG00000060432"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	102878613	102878662	50	"-"	0	0	0	0	0	0
"ENSRNOG00000004606:E001"	"ENSRNOG00000004606"	"E001"	8.15114008564387	0.0985590526261904	0.351818327309601	0.553085619541377	NA	4.90169551140644	5.54446134927556	0.356945458776106	"chr14"	103181281	103183392	2112	"-"	5	16	5	7	7	9
"ENSRNOG00000004606:E002"	"ENSRNOG00000004606"	"E002"	0.860226853801902	0.325935508882816	0.760163752331813	0.38327728163728	NA	1.93755668552672	1.16058688091819	-1.47927477039916	"chr14"	103185568	103185662	95	"-"	0	1	3	0	0	1
"ENSRNOG00000004606:E003"	"ENSRNOG00000004606"	"E003"	1.68659206374703	0.0614606525075615	1.92393130795107	0.165423922396446	NA	2.72667508020646	1.6348431367108	-1.47698364647764	"chr14"	103185960	103186049	90	"-"	0	4	4	1	0	1
"ENSRNOG00000004606:E004"	"ENSRNOG00000004606"	"E004"	2.37015828702495	0.025643216654746	0.187954960678063	0.664624164144123	NA	2.88779761986854	2.5838663804018	-0.321226414638023	"chr14"	103187121	103187179	59	"-"	0	6	3	3	0	2
"ENSRNOG00000004606:E005"	"ENSRNOG00000004606"	"E005"	2.23925211868665	0.0356003244524274	0.0599737849563056	0.806537379241835	NA	2.72355527522316	2.5872549476212	-0.148290223555055	"chr14"	103206665	103206741	77	"-"	0	5	3	1	0	4
